account_id,customer_id,account_type,open_date,status
2429,2935,Savings,1993-02-06,Active
3960,4777,Savings,1993-02-06,Active
2256,2731,Savings,1993-02-06,Active
8051,9945,Current,1993-02-07,Active
2647,3193,Savings,1993-02-08,Active
2241,2714,Savings,1993-02-08,Active
5622,6789,Savings,1993-02-08,Active
2884,3486,Savings,1993-02-08,Active
1830,2220,Savings,1993-02-08,Active
7753,9593,Savings,1993-02-08,Active
244,295,Savings,1993-02-08,Active
1477,1790,Savings,1993-02-08,Active
4240,5111,Savings,1993-02-08,Active
1006,1210,Savings,1993-02-08,Active
830,999,Savings,1993-02-08,Active
9188,11314,Savings,1993-02-08,Active
1965,2390,Fixed Deposit,1993-02-08,Active
1134,1363,Savings,1993-02-09,Active
1601,1941,Savings,1993-02-09,Active
2861,3457,Savings,1993-02-10,Active
813,976,Savings,1993-02-10,Active
2585,3120,Savings,1993-02-10,Active
2220,2689,Savings,1993-02-10,Active
2763,3336,Savings,1993-02-11,Active
2342,2830,Savings,1993-02-11,Active
1944,2363,Savings,1993-02-12,Active
1966,2391,Savings,1993-02-12,Active
1801,2181,Savings,1993-02-13,Active
2543,3070,Savings,1993-02-13,Active
2293,2776,Savings,1993-02-13,Active
11013,13539,Current,1993-02-14,Active
2423,2928,Savings,1993-02-14,Active
142,171,Savings,1993-02-15,Active
3424,4139,Savings,1993-02-16,Active
539,649,Fixed Deposit,1993-02-16,Active
979,1180,Savings,1993-02-16,Active
3554,4289,Savings,1993-02-16,Active
3545,4279,Savings,1993-02-17,Active
3047,3684,Savings,1993-02-17,Active
3374,4080,Savings,1993-02-17,Active
96,114,Savings,1993-02-18,Active
461,554,Savings,1993-02-18,Active
3593,4336,Savings,1993-02-18,Active
3026,3655,Savings,1993-02-18,Active
1054,1266,Savings,1993-02-19,Active
2433,2939,Savings,1993-02-19,Active
3691,4451,Savings,1993-02-19,Active
3787,4567,Savings,1993-02-19,Active
128,153,Savings,1993-02-19,Active
3168,3831,Savings,1993-02-20,Active
4937,5965,Savings,1993-02-20,Active
2124,2569,Savings,1993-02-20,Active
322,392,Savings,1993-02-20,Active
4355,5246,Savings,1993-02-21,Active
1678,2038,Savings,1993-02-22,Active
2396,2893,Savings,1993-02-22,Active
1005,1209,Current,1993-02-23,Active
697,835,Savings,1993-02-23,Active
925,1114,Savings,1993-02-23,Active
2110,2554,Savings,1993-02-23,Active
1366,1654,Savings,1993-02-24,Active
1050,1260,Fixed Deposit,1993-02-24,Active
3117,3770,Savings,1993-02-24,Active
562,675,Savings,1993-02-25,Active
5369,6481,Savings,1993-02-25,Active
2242,2715,Current,1993-02-25,Active
197,239,Savings,1993-02-25,Active
496,596,Savings,1993-02-26,Active
2,2,Savings,1993-02-26,Active
7401,9173,Savings,1993-02-26,Active
2486,3001,Savings,1993-02-27,Active
428,515,Savings,1993-02-27,Active
3651,4402,Savings,1993-02-27,Active
1775,2152,Savings,1993-02-27,Active
1688,2049,Savings,1993-02-27,Active
361,439,Savings,1993-02-27,Active
1829,2218,Savings,1993-02-27,Active
1575,1908,Savings,1993-02-27,Active
9203,11331,Savings,1993-02-27,Active
3008,3633,Savings,1993-02-27,Active
239,289,Current,1993-03-01,Active
3302,3994,Savings,1993-03-02,Active
415,501,Savings,1993-03-03,Active
3513,4241,Savings,1993-03-03,Active
4134,4979,Savings,1993-03-03,Active
1077,1292,Savings,1993-03-03,Active
1713,2078,Savings,1993-03-03,Active
1378,1668,Savings,1993-03-04,Active
2503,3021,Savings,1993-03-05,Active
559,672,Savings,1993-03-05,Active
6555,7914,Current,1993-03-05,Active
744,892,Savings,1993-03-06,Active
882,1062,Savings,1993-03-06,Active
86,102,Savings,1993-03-07,Active
1126,1352,Savings,1993-03-08,Active
2666,3218,Savings,1993-03-08,Active
944,1138,Savings,1993-03-08,Active
1545,1874,Savings,1993-03-08,Active
2453,2962,Savings,1993-03-08,Active
3734,4506,Savings,1993-03-08,Active
3935,4745,Savings,1993-03-08,Active
396,478,Savings,1993-03-08,Active
2694,3251,Savings,1993-03-08,Active
4596,5539,Savings,1993-03-09,Active
2489,3005,Savings,1993-03-09,Active
2895,3499,Savings,1993-03-09,Active
317,387,Savings,1993-03-10,Active
2555,3085,Savings,1993-03-10,Active
494,593,Savings,1993-03-11,Active
2219,2688,Savings,1993-03-11,Active
2581,3115,Savings,1993-03-11,Active
112,134,Savings,1993-03-12,Active
3674,4428,Savings,1993-03-12,Active
2039,2475,Savings,1993-03-12,Active
2712,3272,Savings,1993-03-12,Active
395,476,Savings,1993-03-12,Active
2974,3591,Savings,1993-03-13,Active
123,147,Savings,1993-03-13,Active
9640,11866,Savings,1993-03-13,Active
3108,3758,Savings,1993-03-14,Active
2508,3028,Savings,1993-03-14,Active
2458,2968,Current,1993-03-14,Active
588,706,Savings,1993-03-14,Active
7231,8726,Savings,1993-03-14,Active
6701,8091,Current,1993-03-15,Active
3883,4680,Savings,1993-03-15,Active
222,267,Savings,1993-03-15,Active
2497,3015,Savings,1993-03-16,Active
1372,1660,Savings,1993-03-16,Active
3835,4622,Savings,1993-03-16,Active
7445,9226,Savings,1993-03-18,Active
2527,3049,Savings,1993-03-19,Active
425,511,Savings,1993-03-19,Active
860,1037,Savings,1993-03-19,Active
6034,7291,Current,1993-03-19,Active
11065,13603,Savings,1993-03-19,Active
9883,12163,Savings,1993-03-19,Active
115,138,Savings,1993-03-19,Active
1189,1433,Savings,1993-03-19,Active
3675,4429,Savings,1993-03-20,Active
3069,3711,Savings,1993-03-20,Active
2762,3335,Savings,1993-03-20,Active
892,1075,Savings,1993-03-20,Active
1535,1861,Savings,1993-03-20,Active
2618,3159,Savings,1993-03-21,Active
2651,3197,Savings,1993-03-21,Active
5442,6567,Savings,1993-03-22,Active
1787,2166,Current,1993-03-22,Active
1397,1691,Savings,1993-03-22,Active
3785,4563,Savings,1993-03-24,Active
623,748,Savings,1993-03-24,Active
8260,10198,Savings,1993-03-24,Active
3678,4433,Savings,1993-03-24,Active
3001,3624,Savings,1993-03-24,Active
655,786,Savings,1993-03-24,Active
4093,4930,Savings,1993-03-25,Active
3260,3944,Savings,1993-03-25,Active
2528,3051,Savings,1993-03-25,Active
2011,2443,Savings,1993-03-25,Active
1721,2087,Savings,1993-03-25,Active
1332,1613,Savings,1993-03-25,Active
1402,1697,Savings,1993-03-26,Active
3283,3974,Savings,1993-03-26,Active
3781,4559,Savings,1993-03-26,Active
7203,8692,Savings,1993-03-26,Active
1065,1278,Savings,1993-03-27,Active
3076,3719,Savings,1993-03-27,Active
4347,5237,Savings,1993-03-27,Active
1157,1391,Savings,1993-03-27,Active
9403,11574,Current,1993-03-27,Active
1874,2274,Savings,1993-03-27,Active
1115,1337,Savings,1993-03-27,Active
3586,4328,Savings,1993-03-27,Active
62,72,Savings,1993-03-28,Active
1771,2147,Savings,1993-03-28,Active
5483,6619,Savings,1993-03-28,Active
8330,10287,Savings,1993-03-28,Active
187,227,Savings,1993-03-28,Active
423,509,Savings,1993-03-28,Active
6425,7753,Savings,1993-03-29,Active
2493,3009,Savings,1993-03-29,Active
2896,3500,Savings,1993-03-30,Active
2245,2719,Savings,1993-03-30,Active
3923,4731,Savings,1993-03-30,Active
1898,2305,Savings,1993-04-01,Active
3367,4071,Savings,1993-04-01,Active
3391,4100,Savings,1993-04-01,Active
8519,10510,Savings,1993-04-02,Active
1780,2157,Savings,1993-04-02,Active
3915,4721,Savings,1993-04-02,Active
3980,4799,Savings,1993-04-03,Active
4350,5241,Savings,1993-04-04,Active
686,823,Savings,1993-04-04,Active
362,440,Savings,1993-04-04,Active
299,364,Savings,1993-04-05,Active
2488,3003,Savings,1993-04-06,Active
2985,3605,Savings,1993-04-06,Active
385,465,Savings,1993-04-07,Active
2817,3404,Savings,1993-04-07,Active
2056,2495,Savings,1993-04-07,Active
2002,2432,Savings,1993-04-08,Active
748,896,Savings,1993-04-08,Active
220,265,Savings,1993-04-09,Active
1422,1724,Savings,1993-04-09,Active
1147,1380,Savings,1993-04-10,Active
3788,4568,Savings,1993-04-10,Active
1891,2294,Savings,1993-04-10,Active
1239,1495,Savings,1993-04-10,Active
8321,10275,Savings,1993-04-12,Active
3213,3886,Savings,1993-04-12,Active
2838,3430,Current,1993-04-13,Active
3644,4394,Savings,1993-04-13,Active
4318,5200,Current,1993-04-13,Active
2648,3194,Savings,1993-04-13,Active
2313,2799,Current,1993-04-13,Active
5428,6551,Savings,1993-04-14,Active
7123,8598,Fixed Deposit,1993-04-14,Active
279,336,Savings,1993-04-14,Active
104,125,Savings,1993-04-15,Active
497,597,Savings,1993-04-15,Active
1152,1385,Savings,1993-04-15,Active
83,98,Savings,1993-04-16,Active
2008,2438,Savings,1993-04-16,Active
3327,4021,Savings,1993-04-16,Active
5740,6944,Savings,1993-04-16,Active
8132,10046,Current,1993-04-17,Active
10738,13201,Current,1993-04-17,Active
2216,2684,Savings,1993-04-17,Active
1815,2200,Savings,1993-04-17,Active
2823,3412,Savings,1993-04-18,Active
4321,5204,Savings,1993-04-18,Active
1773,2149,Savings,1993-04-19,Active
7454,9236,Savings,1993-04-19,Active
188,228,Savings,1993-04-20,Active
10973,13490,Current,1993-04-20,Active
2599,3135,Savings,1993-04-20,Active
1166,1404,Savings,1993-04-21,Active
504,606,Savings,1993-04-21,Active
1518,1841,Savings,1993-04-21,Active
2189,2650,Savings,1993-04-22,Active
6040,7299,Savings,1993-04-22,Active
2876,3476,Savings,1993-04-22,Active
1505,1824,Savings,1993-04-23,Active
6897,8327,Savings,1993-04-23,Active
4377,5275,Savings,1993-04-24,Active
717,859,Savings,1993-04-24,Active
9707,11947,Savings,1993-04-24,Active
2814,3399,Savings,1993-04-25,Active
3068,3710,Savings,1993-04-25,Active
1476,1789,Savings,1993-04-26,Active
897,1080,Savings,1993-04-26,Active
977,1178,Savings,1993-04-26,Active
2639,3185,Savings,1993-04-26,Active
1032,1239,Savings,1993-04-26,Active
928,1117,Savings,1993-04-26,Active
168,203,Savings,1993-04-27,Active
2175,2633,Savings,1993-04-27,Active
10105,12432,Savings,1993-04-28,Active
1392,1685,Savings,1993-04-28,Active
3697,4458,Savings,1993-04-29,Active
5313,6417,Savings,1993-04-29,Active
2222,2691,Savings,1993-05-01,Active
2641,3187,Savings,1993-05-02,Active
5423,6546,Savings,1993-05-02,Active
2609,3148,Savings,1993-05-03,Active
5472,6604,Savings,1993-05-04,Active
2932,3540,Savings,1993-05-04,Active
4254,5127,Savings,1993-05-04,Active
3965,4783,Savings,1993-05-04,Active
10656,13102,Savings,1993-05-05,Active
887,1068,Savings,1993-05-05,Active
4743,5722,Savings,1993-05-05,Active
1048,1257,Savings,1993-05-05,Active
1671,2029,Savings,1993-05-05,Active
1236,1491,Savings,1993-05-05,Active
1822,2209,Savings,1993-05-05,Active
3316,4009,Savings,1993-05-06,Active
2037,2473,Savings,1993-05-06,Active
10079,12396,Savings,1993-05-06,Active
3999,4821,Savings,1993-05-06,Active
551,664,Savings,1993-05-07,Active
1200,1449,Savings,1993-05-07,Active
1161,1397,Savings,1993-05-08,Active
5372,6485,Savings,1993-05-08,Active
3050,3687,Savings,1993-05-08,Active
1784,2161,Savings,1993-05-08,Active
1603,1944,Savings,1993-05-09,Active
1887,2290,Savings,1993-05-09,Active
1644,1993,Savings,1993-05-09,Active
1658,2010,Savings,1993-05-10,Active
44,52,Savings,1993-05-10,Active
1039,1246,Current,1993-05-10,Active
1071,1286,Current,1993-05-10,Active
2410,2911,Savings,1993-05-11,Active
2523,3045,Savings,1993-05-11,Active
790,946,Savings,1993-05-11,Active
2583,3117,Savings,1993-05-11,Active
1782,2159,Savings,1993-05-12,Active
751,901,Savings,1993-05-12,Active
2061,2500,Savings,1993-05-12,Active
8261,10200,Savings,1993-05-12,Active
2321,2808,Savings,1993-05-13,Active
1334,1615,Savings,1993-05-14,Active
3649,4400,Savings,1993-05-14,Active
555,668,Savings,1993-05-15,Active
3173,3837,Savings,1993-05-15,Active
863,1040,Savings,1993-05-16,Active
3181,3846,Savings,1993-05-16,Active
3210,3883,Savings,1993-05-17,Active
489,588,Savings,1993-05-17,Active
947,1142,Savings,1993-05-17,Active
3284,3975,Savings,1993-05-17,Active
1610,1952,Savings,1993-05-17,Active
4225,5093,Savings,1993-05-18,Active
1412,1711,Savings,1993-05-18,Active
1937,2353,Savings,1993-05-18,Active
991,1195,Savings,1993-05-18,Active
1180,1421,Savings,1993-05-19,Active
2758,3331,Savings,1993-05-19,Active
2711,3271,Savings,1993-05-19,Active
1652,2002,Savings,1993-05-20,Active
3099,3748,Savings,1993-05-20,Active
11111,13657,Savings,1993-05-20,Active
9591,11804,Savings,1993-05-20,Active
9828,12095,Savings,1993-05-20,Active
5385,6499,Current,1993-05-21,Active
23,29,Savings,1993-05-22,Active
2645,3191,Savings,1993-05-22,Active
2991,3612,Savings,1993-05-22,Active
3469,4192,Savings,1993-05-22,Active
1851,2246,Savings,1993-05-23,Active
3844,4634,Savings,1993-05-23,Active
1442,1750,Savings,1993-05-23,Active
3064,3705,Savings,1993-05-23,Active
3558,4293,Savings,1993-05-23,Active
1534,1860,Savings,1993-05-24,Active
334,408,Savings,1993-05-24,Active
1786,2164,Savings,1993-05-25,Active
1272,1535,Current,1993-05-25,Active
2436,2942,Savings,1993-05-25,Active
3796,4576,Savings,1993-05-25,Active
119,143,Savings,1993-05-25,Active
3063,3704,Savings,1993-05-26,Active
18,24,Current,1993-05-26,Active
11320,13915,Savings,1993-05-26,Active
3888,4686,Savings,1993-05-27,Active
1584,1919,Savings,1993-05-27,Active
5546,6698,Savings,1993-05-28,Active
2029,2464,Savings,1993-05-29,Active
10911,13412,Current,1993-05-29,Active
2467,2978,Savings,1993-05-29,Active
2962,3576,Savings,1993-05-30,Active
165,199,Savings,1993-06-01,Active
1617,1961,Savings,1993-06-01,Active
327,399,Savings,1993-06-02,Active
2068,2507,Savings,1993-06-02,Active
4448,5366,Savings,1993-06-02,Active
640,768,Savings,1993-06-02,Active
510,613,Current,1993-06-02,Active
2534,3059,Savings,1993-06-03,Active
1018,1222,Savings,1993-06-03,Active
1285,1555,Savings,1993-06-04,Active
3670,4423,Savings,1993-06-04,Active
1743,2114,Savings,1993-06-04,Active
3072,3714,Savings,1993-06-05,Active
2146,2596,Savings,1993-06-05,Active
4576,5517,Savings,1993-06-05,Active
3258,3942,Savings,1993-06-05,Active
2176,2635,Savings,1993-06-06,Active
8934,11008,Savings,1993-06-06,Active
1999,2429,Savings,1993-06-06,Active
2741,3308,Savings,1993-06-07,Active
4427,5337,Savings,1993-06-07,Active
3682,4439,Savings,1993-06-07,Active
2862,3458,Savings,1993-06-07,Active
3032,3662,Savings,1993-06-07,Active
701,841,Savings,1993-06-08,Active
6281,7586,Savings,1993-06-08,Active
306,373,Savings,1993-06-08,Active
1207,1458,Savings,1993-06-08,Active
1247,1505,Savings,1993-06-08,Active
5343,6452,Savings,1993-06-08,Active
5129,6191,Savings,1993-06-08,Active
3713,4477,Current,1993-06-08,Active
2327,2814,Savings,1993-06-08,Active
774,926,Savings,1993-06-08,Active
1990,2418,Savings,1993-06-09,Active
2388,2883,Savings,1993-06-09,Active
3566,4303,Savings,1993-06-09,Active
10266,12625,Savings,1993-06-10,Active
3771,4547,Savings,1993-06-11,Active
1978,2403,Current,1993-06-11,Active
2022,2455,Savings,1993-06-11,Active
3542,4275,Savings,1993-06-11,Active
1515,1836,Savings,1993-06-11,Active
4171,5028,Savings,1993-06-12,Active
433,521,Savings,1993-06-12,Active
1373,1661,Savings,1993-06-12,Active
3246,3926,Savings,1993-06-14,Active
1475,1788,Current,1993-06-14,Active
3133,3789,Savings,1993-06-14,Active
2779,3356,Savings,1993-06-15,Active
135,162,Savings,1993-06-15,Active
446,537,Savings,1993-06-15,Active
9093,11195,Savings,1993-06-16,Active
432,520,Savings,1993-06-16,Active
2880,3482,Savings,1993-06-16,Active
5767,6978,Savings,1993-06-16,Active
1998,2428,Savings,1993-06-17,Active
2554,3084,Savings,1993-06-18,Active
2933,3542,Savings,1993-06-18,Active
773,925,Savings,1993-06-19,Active
4894,5911,Savings,1993-06-20,Active
3969,4788,Savings,1993-06-20,Active
1277,1542,Savings,1993-06-20,Active
5120,6178,Savings,1993-06-21,Active
738,886,Savings,1993-06-21,Active
1299,1572,Savings,1993-06-21,Active
148,178,Savings,1993-06-21,Active
899,1082,Savings,1993-06-21,Active
3521,4251,Savings,1993-06-22,Active
3786,4565,Savings,1993-06-22,Active
886,1067,Savings,1993-06-23,Active
5228,6317,Fixed Deposit,1993-06-23,Active
702,842,Savings,1993-06-23,Active
300,365,Savings,1993-06-23,Active
1451,1760,Savings,1993-06-24,Active
2940,3550,Savings,1993-06-24,Active
1837,2228,Savings,1993-06-24,Active
3954,4769,Savings,1993-06-25,Active
885,1066,Savings,1993-06-25,Active
2697,3255,Savings,1993-06-26,Active
8129,10043,Savings,1993-06-26,Active
1930,2344,Savings,1993-06-27,Active
2411,2913,Savings,1993-06-27,Active
3775,4551,Savings,1993-06-27,Active
9034,11126,Savings,1993-06-28,Active
902,1086,Savings,1993-06-29,Active
630,757,Savings,1993-06-29,Active
3096,3745,Savings,1993-06-29,Active
2552,3082,Savings,1993-07-01,Active
3435,4155,Savings,1993-07-01,Active
5215,6301,Savings,1993-07-01,Active
36,44,Savings,1993-07-01,Active
2687,3243,Savings,1993-07-01,Active
1861,2257,Savings,1993-07-02,Active
2464,2975,Fixed Deposit,1993-07-02,Active
2736,3302,Savings,1993-07-02,Active
1145,1376,Savings,1993-07-03,Active
2298,2782,Savings,1993-07-03,Active
929,1119,Savings,1993-07-03,Active
381,461,Savings,1993-07-04,Active
3778,4555,Savings,1993-07-04,Active
1118,1341,Savings,1993-07-04,Active
4352,5243,Savings,1993-07-05,Active
1322,1598,Savings,1993-07-05,Active
1852,2247,Savings,1993-07-05,Active
8173,10095,Savings,1993-07-05,Active
2705,3264,Fixed Deposit,1993-07-05,Active
9472,11662,Current,1993-07-06,Active
368,448,Savings,1993-07-06,Active
1425,1729,Savings,1993-07-06,Active
8027,9915,Current,1993-07-07,Active
3261,3946,Savings,1993-07-07,Active
35,43,Savings,1993-07-07,Active
2186,2646,Savings,1993-07-07,Active
1566,1898,Savings,1993-07-07,Active
78,92,Savings,1993-07-07,Active
3939,4750,Savings,1993-07-08,Active
2584,3119,Savings,1993-07-08,Active
2336,2824,Savings,1993-07-08,Active
2078,2520,Savings,1993-07-08,Active
3882,4679,Savings,1993-07-09,Active
4159,5013,Savings,1993-07-09,Active
907,1092,Savings,1993-07-09,Active
1411,1710,Savings,1993-07-09,Active
1684,2044,Current,1993-07-10,Active
3748,4521,Savings,1993-07-10,Active
2213,2679,Savings,1993-07-11,Active
1062,1275,Savings,1993-07-11,Active
273,330,Fixed Deposit,1993-07-11,Active
10320,12695,Savings,1993-07-11,Active
1416,1717,Current,1993-07-12,Active
3277,3967,Savings,1993-07-12,Active
1892,2295,Savings,1993-07-13,Active
3413,4126,Savings,1993-07-13,Active
3654,4405,Savings,1993-07-13,Active
3000,3623,Savings,1993-07-14,Active
3955,4771,Savings,1993-07-14,Active
1544,1872,Savings,1993-07-14,Active
9703,11943,Savings,1993-07-15,Active
234,282,Savings,1993-07-15,Active
3241,3920,Savings,1993-07-16,Active
3465,4188,Savings,1993-07-16,Active
3152,3812,Savings,1993-07-16,Active
1497,1815,Savings,1993-07-16,Active
3078,3722,Savings,1993-07-16,Active
400,484,Savings,1993-07-17,Active
1902,2310,Current,1993-07-17,Active
757,907,Savings,1993-07-19,Active
1116,1339,Savings,1993-07-20,Active
5700,6895,Savings,1993-07-20,Active
3267,3954,Savings,1993-07-21,Active
3222,3897,Savings,1993-07-21,Active
408,493,Savings,1993-07-21,Active
2818,3405,Savings,1993-07-21,Active
6273,7576,Savings,1993-07-21,Active
2513,3035,Savings,1993-07-22,Active
3493,4221,Savings,1993-07-22,Active
1201,1450,Savings,1993-07-23,Active
4478,5402,Savings,1993-07-23,Active
2915,3522,Savings,1993-07-23,Active
9833,12102,Savings,1993-07-24,Active
2253,2728,Savings,1993-07-24,Active
1069,1283,Savings,1993-07-24,Active
207,250,Savings,1993-07-25,Active
3212,3885,Savings,1993-07-25,Active
4035,4863,Savings,1993-07-25,Active
1268,1530,Savings,1993-07-25,Active
3287,3978,Savings,1993-07-26,Active
6226,7521,Current,1993-07-26,Active
2123,2567,Savings,1993-07-26,Active
3982,4802,Savings,1993-07-27,Active
2701,3259,Savings,1993-07-27,Active
3629,4377,Savings,1993-07-27,Active
2841,3433,Savings,1993-07-27,Active
563,676,Savings,1993-07-27,Active
2732,3298,Savings,1993-07-27,Active
1297,1569,Savings,1993-07-27,Active
7485,9273,Savings,1993-07-28,Active
2088,2531,Savings,1993-07-28,Active
225,270,Savings,1993-07-28,Active
1630,1976,Savings,1993-07-28,Active
403,487,Savings,1993-07-29,Active
445,536,Current,1993-07-29,Active
186,226,Current,1993-07-29,Active
3720,4485,Savings,1993-07-30,Active
574,689,Savings,1993-07-30,Active
1429,1733,Savings,1993-07-30,Active
3580,4318,Savings,1993-08-01,Active
7819,9670,Savings,1993-08-01,Active
759,909,Savings,1993-08-01,Active
6363,7683,Savings,1993-08-01,Active
3738,4511,Savings,1993-08-01,Active
4000,4823,Savings,1993-08-02,Active
9041,11136,Savings,1993-08-03,Active
2620,3161,Savings,1993-08-03,Active
3609,4353,Savings,1993-08-03,Active
1382,1673,Savings,1993-08-03,Active
930,1120,Savings,1993-08-03,Active
1925,2336,Savings,1993-08-03,Active
1834,2225,Savings,1993-08-03,Active
1507,1826,Savings,1993-08-03,Active
7857,9715,Savings,1993-08-04,Active
6636,8013,Current,1993-08-04,Active
601,720,Savings,1993-08-04,Active
3298,3990,Savings,1993-08-04,Active
2938,3548,Savings,1993-08-04,Active
2199,2661,Savings,1993-08-04,Active
3745,4518,Savings,1993-08-04,Active
3699,4461,Savings,1993-08-05,Active
816,980,Savings,1993-08-05,Active
3656,4407,Savings,1993-08-06,Active
2038,2474,Savings,1993-08-06,Active
2542,3069,Savings,1993-08-07,Active
1136,1366,Savings,1993-08-07,Active
1589,1925,Savings,1993-08-07,Active
3136,3792,Savings,1993-08-07,Active
3547,4281,Savings,1993-08-07,Active
26,32,Savings,1993-08-08,Active
657,788,Savings,1993-08-08,Active
3538,4270,Savings,1993-08-08,Active
2167,2623,Savings,1993-08-08,Active
3127,3782,Savings,1993-08-08,Active
47,55,Savings,1993-08-08,Active
3850,4641,Savings,1993-08-09,Active
5366,6478,Savings,1993-08-09,Active
747,895,Savings,1993-08-09,Active
3166,3829,Savings,1993-08-10,Active
11021,13548,Savings,1993-08-10,Active
1701,2066,Savings,1993-08-10,Active
3613,4359,Savings,1993-08-10,Active
3600,4343,Savings,1993-08-10,Active
3792,4572,Savings,1993-08-11,Active
523,629,Savings,1993-08-11,Active
3808,4589,Savings,1993-08-11,Active
1401,1696,Savings,1993-08-12,Active
541,652,Savings,1993-08-12,Active
1023,1228,Savings,1993-08-13,Active
3683,4440,Savings,1993-08-13,Active
3220,3894,Savings,1993-08-14,Active
1779,2156,Savings,1993-08-15,Active
1912,2322,Savings,1993-08-15,Active
238,288,Savings,1993-08-15,Active
3113,3765,Savings,1993-08-16,Active
5481,6616,Savings,1993-08-16,Active
3035,3667,Current,1993-08-16,Active
