loan_id,customer_id,branch_id,loan_type_id,date_id,amount,interest_rate,tenure_months,status
6645,9933,1,2,19941106,140400,12.0,36,Closed
5176,1327,20,2,19941112,192552,12.0,24,Defaulted
5269,1851,31,2,19941119,164052,12.0,36,Defaulted
5351,2403,57,2,19941204,205200,12.0,36,Closed
5861,5224,29,2,19941208,51408,12.0,24,Closed
5450,2834,5,2,19941211,199680,12.0,60,Active
7142,12859,1,2,19941219,482940,12.0,60,Defaulted
6306,7753,31,2,19941220,36684,12.0,12,Closed
6272,7521,74,2,19941220,398640,12.0,60,Active
5044,421,54,2,19941221,100980,12.0,60,Active
5576,3576,1,2,19941221,31248,12.0,12,Closed
7192,13201,45,2,19941221,115992,12.0,36,Closed
5739,4520,1,2,19950102,76380,12.0,12,Closed
6526,9316,63,2,19950103,288468,12.0,36,Closed
5624,3829,71,2,19950103,177744,12.0,48,Defaulted
6244,7390,1,2,19950108,270648,12.0,36,Defaulted
5131,980,52,2,19950108,48624,12.0,24,Closed
6960,11866,1,2,19950111,76416,12.0,24,Closed
6358,8105,48,2,19950114,137880,12.0,60,Defaulted
5418,2719,29,2,19950116,347952,12.0,48,Active
6598,9715,75,2,19950118,68112,12.0,12,Closed
5464,2922,24,2,19950130,95808,12.0,12,Closed
6591,9670,38,2,19950202,20832,12.0,48,Active
5724,4433,1,2,19950205,316140,12.0,60,Defaulted
6315,7814,61,2,19950206,43164,12.0,12,Closed
5876,5318,74,2,19950208,221280,12.0,48,Active
6986,12003,74,2,19950211,151728,12.0,48,Defaulted
6294,7672,26,2,19950212,79920,12.0,60,Active
5132,981,5,2,19950217,538500,12.0,60,Active
5877,5320,24,2,19950223,97224,12.0,24,Closed
6227,7286,47,2,19950304,28248,12.0,24,Closed
7241,13548,1,2,19950304,168984,12.0,24,Defaulted
6737,10563,68,2,19950311,76680,12.0,24,Closed
7004,12144,12,2,19950315,331560,12.0,60,Active
6169,6895,42,2,19950316,103680,12.0,60,Defaulted
5208,1505,25,2,19950316,99696,12.0,48,Defaulted
6694,10269,70,2,19950319,134784,12.0,24,Closed
5599,3705,40,2,19950321,15420,12.0,12,Closed
6546,9418,1,2,19950327,31728,12.0,24,Closed
5414,2700,34,2,19950329,185952,12.0,48,Active
5453,2853,28,2,19950401,156672,12.0,36,Closed
5740,4527,1,2,19950402,18564,12.0,12,Closed
5804,4916,52,2,19950405,158976,12.0,48,Active
6745,10636,64,2,19950410,47304,12.0,24,Closed
6950,11804,74,2,19950411,104712,12.0,24,Closed
6996,12095,11,2,19950413,126600,12.0,24,Closed
5352,2422,68,2,19950415,68400,12.0,12,Defaulted
6151,6798,61,2,19950425,225420,12.0,60,Active
5310,2136,28,2,19950428,248148,12.0,36,Closed
5045,424,65,2,19950501,187224,12.0,24,Defaulted
6929,11662,1,2,19950508,36396,12.0,12,Closed
5151,1157,4,2,19950524,189060,12.0,60,Active
5212,1516,38,2,19950529,71064,12.0,36,Closed
5138,1029,62,2,19950530,87216,12.0,48,Active
5713,4377,48,2,19950530,158760,12.0,60,Active
6704,10350,29,2,19950601,417060,12.0,60,Active
6474,8677,49,2,19950606,63360,12.0,60,Active
6676,10076,26,2,19950613,29784,12.0,24,Closed
6965,11886,61,2,19950613,139536,12.0,24,Closed
6725,10475,19,2,19950623,265320,12.0,36,Closed
7166,13071,41,2,19950624,198240,12.0,24,Closed
7138,12844,72,2,19950703,60000,12.0,60,Active
5970,5760,66,2,19950709,465072,12.0,48,Active
6157,6829,10,2,19950710,98592,12.0,24,Closed
6153,6803,5,2,19950725,285600,12.0,60,Active
5693,4217,9,2,19950801,44088,12.0,24,Closed
5922,5521,9,2,19950805,20220,12.0,12,Closed
5959,5701,2,2,19950811,107640,12.0,24,Closed
5980,5826,15,2,19950818,21396,12.0,12,Closed
6764,10818,64,2,19950826,33984,12.0,48,Active
5237,1663,19,2,19950829,45336,12.0,24,Closed
6726,10479,2,2,19950903,85860,12.0,60,Active
6933,11685,64,2,19950909,188688,12.0,48,Active
5145,1102,72,2,19950916,309552,12.0,48,Active
7008,12181,1,2,19950922,36168,12.0,12,Closed
7227,13451,44,2,19951002,314520,12.0,60,Active
6600,9721,34,2,19951008,21852,12.0,36,Closed
6712,10382,20,2,19951014,266220,12.0,60,Active
7057,12416,1,2,19951020,231696,12.0,36,Closed
7176,13113,11,2,19951028,260028,12.0,36,Closed
7304,13955,1,2,19951029,419880,12.0,60,Active
6362,8130,62,2,19951031,37908,12.0,12,Closed
5880,5333,39,2,19951031,73836,12.0,36,Closed
6535,9346,43,2,19951102,41952,12.0,12,Closed
5449,2831,68,2,19951104,99336,12.0,24,Closed
6342,7980,16,2,19951112,60156,12.0,36,Defaulted
5409,2686,19,2,19951118,182040,12.0,60,Active
6955,11851,65,2,19951122,244368,12.0,48,Active
6985,11978,54,2,19951122,113796,12.0,36,Closed
5125,944,39,2,19951123,73056,12.0,48,Active
5805,4918,11,2,19951128,137904,12.0,24,Defaulted
6185,6987,1,2,19951128,31176,12.0,24,Closed
7243,13576,72,2,19951204,217152,12.0,36,Closed
6403,8359,74,2,19951205,194880,12.0,48,Active
6578,9606,52,2,19951211,27984,12.0,12,Closed
5413,2698,31,2,19951212,92976,12.0,24,Closed
6949,11794,31,2,19951212,104712,12.0,24,Closed
6545,9417,21,2,19951212,191880,12.0,60,Active
6178,6946,74,2,19951216,232560,12.0,48,Active
5160,1215,45,2,19951218,204000,12.0,60,Active
6785,10963,1,2,19951225,125340,12.0,60,Active
6540,9366,72,2,19951231,309600,12.0,48,Active
6589,9663,19,2,19960101,189696,12.0,24,Closed
5900,5433,50,2,19960101,135360,12.0,48,Active
5999,5928,42,2,19960103,98832,12.0,48,Active
6043,6185,58,2,19960111,20352,12.0,48,Active
5482,3013,51,2,19960112,165120,12.0,60,Active
7263,13690,70,2,19960119,89880,12.0,24,Closed
6013,6034,20,2,19960203,128988,12.0,36,Defaulted
5750,4584,7,2,19960208,63252,12.0,12,Closed
6027,6115,13,2,19960210,61656,12.0,24,Defaulted
6303,7727,31,2,19960212,72408,12.0,24,Defaulted
7213,13380,65,2,19960213,113544,12.0,36,Active
6659,9995,54,2,19960220,56100,12.0,60,Active
6175,6936,52,2,19960221,290700,12.0,60,Defaulted
5610,3763,38,2,19960224,123216,12.0,48,Active
5563,3519,74,2,19960229,380160,12.0,60,Active
5989,5860,47,2,19960304,213300,12.0,36,Active
6698,10282,1,2,19960310,247728,12.0,48,Active
5312,2148,31,2,19960313,202788,12.0,36,Active
7189,13190,71,2,19960321,154656,12.0,48,Active
6816,11105,70,2,19960326,100224,12.0,48,Defaulted
6137,6731,13,2,19960410,44628,12.0,12,Closed
5128,968,69,2,19960411,215616,12.0,48,Defaulted
5470,2966,65,2,19960415,200976,12.0,48,Active
5593,3670,44,2,19960418,277884,12.0,36,Defaulted
5350,2392,26,2,19960421,249312,12.0,48,Active
6063,6299,1,2,19960425,320976,12.0,48,Defaulted
6501,9196,21,2,19960429,30276,12.0,12,Defaulted
5452,2843,70,2,19960429,49440,12.0,60,Active
4961,25,21,2,19960429,30276,12.0,12,Defaulted
4973,78,16,2,19960502,165960,12.0,24,Closed
6190,7010,70,2,19960506,123600,12.0,60,Active
6715,10389,20,2,19960506,220620,12.0,60,Active
5892,5384,73,2,19960514,66480,12.0,24,Defaulted
6550,9427,62,2,19960518,320592,12.0,48,Active
5706,4352,72,2,19960524,161496,12.0,36,Active
5148,1133,37,2,19960529,284280,12.0,60,Active
6734,10543,14,2,19960530,173016,12.0,36,Active
6109,6544,66,2,19960603,368880,12.0,60,Active
6961,11873,38,2,19960606,176148,12.0,36,Active
6810,11093,40,2,19960608,186384,12.0,48,Active
5494,3103,64,2,19960613,360000,12.0,48,Active
5311,2141,28,2,19960615,30060,12.0,60,Active
5445,2809,33,2,19960629,46320,12.0,24,Closed
5301,2063,68,2,19960706,141948,12.0,36,Active
7034,12303,24,2,19960711,19044,12.0,36,Active
6751,10702,17,2,19960714,85716,12.0,36,Active
6667,10040,37,2,19960715,155880,12.0,24,Closed
6130,6691,43,2,19960718,32640,12.0,48,Active
5429,2746,1,2,19960718,20196,12.0,36,Active
5725,4434,64,2,19960723,444864,12.0,48,Active
6019,6077,54,2,19960725,11400,12.0,12,Closed
6421,8432,38,2,19960725,96768,12.0,36,Active
6992,12050,52,2,19960727,133968,12.0,48,Active
5136,1020,72,2,19960728,187104,12.0,24,Closed
5337,2288,32,2,19960731,162468,12.0,36,Active
5495,3113,60,2,19960802,89340,12.0,60,Active
7013,12220,60,2,19960802,89340,12.0,60,Active
6012,6033,1,2,19960803,258444,12.0,36,Active
6471,8670,5,2,19960804,155640,12.0,24,Closed
6296,7678,3,2,19960806,270384,12.0,48,Active
7305,13968,61,2,19960806,54024,12.0,12,Closed
6144,6753,15,2,19960809,44376,12.0,12,Closed
6283,7594,64,2,19960811,85632,12.0,48,Active
7246,13590,59,2,19960820,148920,12.0,60,Active
5088,655,32,2,19960822,91152,12.0,24,Closed
5988,5858,52,2,19960822,141648,12.0,24,Closed
5282,1917,69,2,19960824,388512,12.0,48,Defaulted
5938,5606,4,2,19960825,402000,12.0,60,Active
5606,3730,59,2,19960828,253512,12.0,36,Defaulted
5385,2592,1,2,19960909,71460,12.0,36,Active
6865,11327,72,2,19960911,29448,12.0,12,Defaulted
5586,3616,77,2,19960914,48744,12.0,36,Active
6302,7723,48,2,19960916,181020,12.0,60,Active
7194,13231,1,2,19960917,68832,12.0,36,Active
6461,8615,12,2,19960919,74124,12.0,36,Active
6732,10528,47,2,19960919,174048,12.0,48,Active
6613,9798,69,2,19960922,84120,12.0,24,Closed
7036,12325,8,2,19960925,194940,12.0,36,Active
5897,5399,24,2,19960925,15192,12.0,24,Closed
6995,12079,64,2,19960926,96168,12.0,12,Closed
5415,2708,73,2,19960926,139464,12.0,36,Defaulted
7136,12840,60,2,19960928,54396,12.0,36,Active
7271,13750,12,2,19961002,392460,12.0,60,Active
5375,2550,1,2,19961003,101520,12.0,12,Closed
5635,3907,1,2,19961004,77184,12.0,36,Active
6817,11114,1,2,19961004,70656,12.0,48,Active
5923,5526,27,2,19961010,64656,12.0,48,Active
5329,2259,19,2,19961016,396120,12.0,60,Active
6644,9930,9,2,19961020,93600,12.0,24,Closed
6354,8076,16,2,19961023,22968,12.0,36,Active
5082,603,13,2,19961024,262980,12.0,60,Active
6585,9641,64,2,19961029,372120,12.0,60,Active
6921,11596,70,2,19961029,86184,12.0,12,Closed
5366,2501,70,2,19961029,86184,12.0,12,Closed
5886,5364,62,2,19961031,192744,12.0,36,Active
5741,4529,37,2,19961103,68544,12.0,24,Closed
4996,158,40,2,19961106,88440,12.0,12,Closed
6015,6042,53,2,19961109,110112,12.0,24,Closed
6309,7765,1,2,19961111,110136,12.0,24,Closed
6073,6359,64,2,19961112,276300,12.0,60,Active
6006,5977,43,2,19961115,359760,12.0,60,Active
5611,3767,14,2,19961115,321180,12.0,60,Active
6944,11754,62,2,19961115,46176,12.0,48,Active
7101,12662,14,2,19961118,421008,12.0,48,Active
6599,9717,52,2,19961119,72120,12.0,12,Closed
6940,11709,1,2,19961122,228276,12.0,36,Active
5209,1509,62,2,19961125,182640,12.0,48,Active
5388,2606,31,2,19961128,61560,12.0,12,Closed
6011,6015,54,2,19961128,179328,12.0,48,Active
5591,3649,10,2,19961204,155616,12.0,48,Active
7154,12943,55,2,19961205,417600,12.0,60,Active
7130,12810,39,2,19961211,123408,12.0,24,Closed
6818,11121,72,2,19961212,155616,12.0,48,Active
5625,3855,29,2,19961215,222180,12.0,60,Defaulted
6805,11050,70,2,19961221,45024,12.0,48,Active
7233,13480,16,2,19961225,115812,12.0,36,Active
7308,13971,67,2,19961227,129408,12.0,24,Closed
5895,5395,45,2,19970103,93960,12.0,60,Active
7122,12756,22,2,19970104,260640,12.0,36,Defaulted
6173,6922,14,2,19970108,232560,12.0,48,Active
6142,6749,9,2,19970121,221880,12.0,60,Active
5358,2451,42,2,19970121,38520,12.0,12,Closed
6095,6469,4,2,19970124,68340,12.0,60,Active
6878,11381,57,2,19970124,23184,12.0,12,Closed
6554,9457,46,2,19970129,390096,12.0,48,Active
6793,11004,63,2,19970130,186300,12.0,60,Active
7286,13852,5,2,19970131,67320,12.0,36,Active
6076,6366,49,2,19970202,117420,12.0,60,Active
5134,992,19,2,19970202,53076,12.0,12,Closed
5419,2720,1,2,19970205,415800,12.0,60,Active
6255,7435,67,2,19970208,247920,12.0,48,Defaulted
5656,4055,74,2,19970209,146064,12.0,24,Active
6934,11686,21,2,19970209,116832,12.0,12,Closed
6028,6122,6,2,19970209,317520,12.0,60,Active
6490,8764,70,2,19970210,73260,12.0,60,Active
6415,8392,36,2,19970212,475680,12.0,48,Active
7087,12561,38,2,19970220,44304,12.0,24,Active
5420,2721,24,2,19970224,72504,12.0,24,Active
5977,5801,26,2,19970225,59136,12.0,48,Active
6824,11149,43,2,19970226,71976,12.0,24,Defaulted
5207,1501,68,2,19970228,35904,12.0,48,Active
7115,12738,23,2,19970304,88704,12.0,48,Active
7250,13608,37,2,19970304,119136,12.0,48,Active
6010,6001,60,2,19970306,150180,12.0,60,Active
6088,6422,28,2,19970307,90180,12.0,36,Active
5682,4177,34,2,19970307,67464,12.0,12,Closed
7201,13285,34,2,19970307,67464,12.0,12,Closed
6938,11701,9,2,19970310,341280,12.0,60,Active
6875,11371,37,2,19970313,83280,12.0,48,Active
5953,5684,8,2,19970314,97176,12.0,24,Active
5942,5642,70,2,19970315,162624,12.0,48,Active
5382,2581,52,2,19970317,22932,12.0,36,Active
6377,8200,1,2,19970317,17184,12.0,12,Closed
5931,5565,3,2,19970317,66696,12.0,24,Defaulted
5992,5873,5,2,19970318,76080,12.0,12,Closed
5790,4861,57,2,19970320,84288,12.0,48,Active
6753,10714,66,2,19970320,67980,12.0,12,Closed
6562,9505,1,2,19970321,94488,12.0,24,Active
7046,12358,17,2,19970328,91632,12.0,12,Closed
5868,5253,69,2,19970329,90156,12.0,12,Closed
5784,4786,54,2,19970329,84600,12.0,36,Defaulted
5878,5322,73,2,19970401,74040,12.0,12,Closed
5110,810,58,2,19970401,102240,12.0,60,Active
5210,1511,13,2,19970401,148140,12.0,36,Active
7230,13468,25,2,19970402,18720,12.0,60,Active
5005,215,71,2,19970410,27456,12.0,12,Closed
6871,11359,11,2,19970413,164256,12.0,48,Active
5363,2489,64,2,19970422,293880,12.0,60,Defaulted
7253,13620,16,2,19970426,98304,12.0,12,Closed
6055,6257,75,2,19970428,399120,12.0,60,Active
5072,568,8,2,19970428,196800,12.0,24,Defaulted
6913,11545,1,2,19970429,99936,12.0,24,Active
6386,8276,43,2,19970430,124344,12.0,36,Active
5634,3906,64,2,19970501,39024,12.0,12,Closed
5758,4652,53,2,19970502,307200,12.0,60,Defaulted
6819,11123,47,2,19970503,50112,12.0,24,Active
7088,12586,27,2,19970503,239160,12.0,60,Active
5039,383,15,2,19970503,66840,12.0,24,Active
5532,3326,57,2,19970504,335280,12.0,48,Active
6037,6175,72,2,19970504,53232,12.0,48,Active
6322,7862,74,2,19970506,76992,12.0,24,Active
6887,11405,68,2,19970508,39576,12.0,12,Closed
6660,9997,67,2,19970509,220428,12.0,36,Active
5451,2841,18,2,19970511,159744,12.0,48,Active
6014,6039,1,2,19970518,165168,12.0,36,Active
5556,3471,1,2,19970519,268320,12.0,60,Active
6346,8030,1,2,19970522,100260,12.0,60,Active
5850,5171,64,2,19970522,164196,12.0,36,Active
5940,5618,63,2,19970528,106944,12.0,24,Active
7119,12750,21,2,19970602,86880,12.0,12,Closed
5253,1755,65,2,19970603,100080,12.0,48,Active
6851,11250,26,2,19970603,272220,12.0,60,Defaulted
6695,10273,51,2,19970604,309660,12.0,60,Active
6908,11516,59,2,19970608,188616,12.0,24,Active
7255,13640,28,2,19970609,213300,12.0,60,Active
5674,4132,42,2,19970610,207264,12.0,48,Active
6278,7567,5,2,19970610,87360,12.0,24,Active
5486,3038,6,2,19970613,466608,12.0,48,Active
5174,1311,54,2,19970613,385104,12.0,48,Active
6621,9833,51,2,19970614,42900,12.0,12,Closed
6313,7796,50,2,19970615,150912,12.0,36,Active
6435,8502,51,2,19970616,288720,12.0,48,Active
6970,11911,8,2,19970617,31620,12.0,60,Active
6310,7772,1,2,19970617,34572,12.0,12,Closed
5932,5574,9,2,19970618,33348,12.0,12,Closed
6877,11379,74,2,19970619,285240,12.0,60,Active
6763,10813,1,2,19970619,88272,12.0,48,Active
7085,12547,70,2,19970619,305424,12.0,48,Active
7049,12376,4,2,19970624,233424,12.0,36,Active
6959,11857,70,2,19970630,59448,12.0,24,Defaulted
5214,1533,55,2,19970701,74772,12.0,36,Active
6350,8064,54,2,19970709,294384,12.0,48,Active
5063,533,54,2,19970710,357840,12.0,48,Defaulted
5041,389,47,2,19970711,369000,12.0,60,Active
5086,631,70,2,19970716,210384,12.0,48,Active
6942,11713,59,2,19970716,18324,12.0,12,Closed
5270,1852,50,2,19970721,191088,12.0,48,Active
6705,10355,14,2,19970725,333648,12.0,48,Defaulted
7051,12382,1,2,19970728,77808,12.0,12,Closed
6758,10777,70,2,19970729,33144,12.0,12,Closed
6249,7411,54,2,19970730,67608,12.0,24,Active
5808,4937,54,2,19970731,41856,12.0,48,Active
5377,2560,70,2,19970804,92400,12.0,12,Closed
5446,2822,50,2,19970804,48312,12.0,24,Active
5856,5203,61,2,19970809,51360,12.0,12,Defaulted
4986,116,74,2,19970810,102876,12.0,12,Closed
7001,12133,27,2,19970810,300600,12.0,60,Active
6677,10090,29,2,19970812,97980,12.0,60,Active
6665,10023,59,2,19970815,99300,12.0,60,Active
5817,4968,50,2,19970815,100800,12.0,24,Defaulted
6984,11976,54,2,19970815,116040,12.0,60,Active
6541,9370,59,2,19970817,153504,12.0,48,Active
5117,861,1,2,19970820,76944,12.0,12,Closed
6097,6473,76,2,19970821,202848,12.0,48,Active
5389,2621,51,2,19970822,78600,12.0,24,Active
7219,13405,32,2,19970823,57120,12.0,48,Active
6338,7959,1,2,19970824,390660,12.0,60,Active
6922,11598,54,2,19970826,83628,12.0,36,Active
5367,2503,54,2,19970826,83628,12.0,36,Active
5638,3929,74,2,19970827,68124,12.0,12,Closed
5830,5050,62,2,19970828,405780,12.0,60,Active
5338,2291,6,2,19970830,57360,12.0,12,Defaulted
6007,5978,33,2,19970830,289920,12.0,48,Active
6612,9775,70,2,19970831,97392,12.0,12,Closed
5718,4386,53,2,19970901,14028,12.0,12,Closed
6104,6511,47,2,19970905,158184,12.0,36,Active
5229,1608,53,2,19970906,23520,12.0,12,Closed
6625,9846,54,2,19970907,473280,12.0,60,Defaulted
5206,1499,74,2,19970907,128544,12.0,24,Active
5963,5727,54,2,19970907,204780,12.0,60,Active
4990,132,36,2,19970908,162576,12.0,36,Active
6641,9914,36,2,19970909,128268,12.0,36,Active
5369,2522,74,2,19970912,214596,12.0,36,Active
6196,7065,5,2,19970914,177804,12.0,36,Active
5236,1662,53,2,19970915,389136,12.0,48,Active
5719,4417,1,2,19970920,271584,12.0,48,Active
5643,3962,74,2,19970921,94512,12.0,12,Defaulted
7050,12378,76,2,19970923,311232,12.0,48,Active
6355,8089,35,2,19970924,127200,12.0,48,Active
6688,10209,59,2,19970926,8616,12.0,24,Active
6239,7348,6,2,19970928,360864,12.0,48,Defaulted
5531,3324,26,2,19970930,66432,12.0,24,Active
6113,6571,72,2,19971001,78696,12.0,36,Active
7181,13134,1,2,19971002,197808,12.0,24,Active
6118,6610,57,2,19971004,349392,12.0,48,Active
7264,13694,1,2,19971007,44940,12.0,12,Closed
5343,2316,1,2,19971008,44952,12.0,24,Active
5051,458,68,2,19971011,230400,12.0,60,Active
5779,4754,27,2,19971014,107352,12.0,36,Active
6605,9755,23,2,19971014,79344,12.0,48,Active
6655,9987,73,2,19971017,260400,12.0,60,Defaulted
6534,9340,54,2,19971019,590820,12.0,60,Active
5681,4169,58,2,19971020,68664,12.0,24,Active
6607,9760,27,2,19971021,153144,12.0,36,Active
6242,7366,29,2,19971022,26208,12.0,36,Active
7242,13556,32,2,19971023,48096,12.0,24,Active
7277,13803,1,2,19971024,89280,12.0,12,Closed
6675,10075,48,2,19971101,238716,12.0,36,Active
5398,2647,9,2,19971104,53472,12.0,12,Closed
5956,5699,73,2,19971104,168264,12.0,36,Active
5731,4474,3,2,19971105,460980,12.0,60,Defaulted
6956,11855,11,2,19971109,59448,12.0,24,Active
6437,8510,55,2,19971109,63972,12.0,36,Defaulted
5447,2823,70,2,19971112,541200,12.0,60,Defaulted
5973,5774,46,2,19971124,219456,12.0,48,Active
6075,6363,4,2,19971126,129312,12.0,24,Defaulted
5281,1913,69,2,19971127,194256,12.0,24,Active
5103,798,27,2,19971128,12540,12.0,12,Closed
6468,8661,1,2,19971130,203940,12.0,60,Active
7209,13346,50,2,19971130,385560,12.0,60,Defaulted
5584,3606,63,2,19971206,24792,12.0,24,Active
4988,124,44,2,19971206,265320,12.0,36,Defaulted
6502,9202,68,2,19971208,30276,12.0,12,Closed
5651,4024,3,2,19971208,19248,12.0,12,Closed
4962,31,68,2,19971208,30276,12.0,12,Closed
5862,5232,74,2,19971209,100128,12.0,24,Active
7199,13261,75,2,19971209,45768,12.0,12,Closed
6727,10492,70,2,19971210,42840,12.0,12,Closed
7279,13820,33,2,19971211,155760,12.0,24,Active
6544,9403,16,2,19971211,130464,12.0,48,Active
5933,5579,77,2,19971213,87528,12.0,24,Active
6574,9582,2,2,19971220,77544,12.0,36,Active
6399,8333,60,2,19971221,49320,12.0,36,Active
7187,13172,36,2,19971224,24180,12.0,60,Active
6353,8074,61,2,19971225,116496,12.0,24,Active
5043,414,46,2,19971225,468060,12.0,60,Active
5469,2952,52,2,19971226,293160,12.0,60,Active
5976,5788,72,2,19971227,465504,12.0,48,Defaulted
6059,6275,13,2,19971228,79824,12.0,12,Closed
